Date, MaxTemperature, MaxTemperatureNormal, MaxTemperatureDeparture, MinTemperature, MinTemperatureNormal, MinTemperatureDeparture, AvgTemperature, AvgTemperatureNormal, AvgTemperatureDeparture, AtObsTemperature, Precipitation, PrecipitationNormal, PrecipitationDeparture, Snowfall, SnowfallNormal, SnowfallDeparture, SnowDepth, HDD, HDDNormal, HDDDeparture, CDD, CDDNormal, CDDDeparture, GDD
1956-08-18, 93, 83.2, 9.8, 60, 61.7, -1.7, 76.5, 72.5, 4.0, M, 0.03, 0.14, -0.11, 0.0, 0.0, 0.0, 0, 0, 0.2, -0.2, 12, 7.6, 4.4, 27
1956-08-19, 87, 83.1, 3.9, 67, 61.5, 5.5, 77.0, 72.3, 4.7, M, T, 0.13, -0.13, 0.0, 0.0, 0.0, 0, 0, 0.2, -0.2, 12, 7.5, 4.5, 27
1956-08-20, 74, 83.0, -9.0, 61, 61.4, -0.4, 67.5, 72.2, -4.7, M, 0.01, 0.13, -0.12, 0.0, 0.0, 0.0, 0, 0, 0.2, -0.2, 3, 7.3, -4.3, 18
1956-08-21, 65, 82.8, -17.8, 57, 61.2, -4.2, 61.0, 72.0, -11.0, M, 0.50, 0.12, 0.38, 0.0, 0.0, 0.0, 0, 4, 0.2, 3.8, 0, 7.2, -7.2, 11
1956-08-22, 74, 82.7, -8.7, 56, 61.0, -5.0, 65.0, 71.8, -6.8, M, T, 0.12, -0.12, 0.0, 0.0, 0.0, 0, 0, 0.2, -0.2, 0, 7.0, -7.0, 15
1956-08-23, 75, 82.5, -7.5, 51, 60.8, -9.8, 63.0, 71.7, -8.7, M, 0.00, 0.13, -0.13, 0.0, 0.0, 0.0, 0, 2, 0.2, 1.8, 0, 6.9, -6.9, 13
1956-08-24, 76, 82.3, -6.3, 57, 60.7, -3.7, 66.5, 71.5, -5.0, M, 0.04, 0.12, -0.08, 0.0, 0.0, 0.0, 0, 0, 0.2, -0.2, 2, 6.7, -4.7, 17
1956-08-25, 76, 82.1, -6.1, 48, 60.5, -12.5, 62.0, 71.3, -9.3, M, 0.00, 0.12, -0.12, 0.0, 0.0, 0.0, 0, 3, 0.3, 2.7, 0, 6.6, -6.6, 12
1956-08-26, 80, 81.9, -1.9, 49, 60.2, -11.2, 64.5, 71.1, -6.6, M, 0.00, 0.12, -0.12, 0.0, 0.0, 0.0, 0, 0, 0.3, -0.3, 0, 6.4, -6.4, 15
1956-08-27, 82, 81.7, 0.3, 55, 60.0, -5.0, 68.5, 70.9, -2.4, M, 0.00, 0.12, -0.12, 0.0, 0.0, 0.0, 0, 0, 0.4, -0.4, 4, 6.3, -2.3, 19
1956-08-28, 88, 81.5, 6.5, 63, 59.8, 3.2, 75.5, 70.7, 4.8, M, 0.01, 0.12, -0.11, 0.0, 0.0, 0.0, 0, 0, 0.4, -0.4, 11, 6.1, 4.9, 26
1956-08-29, 86, 81.3, 4.7, 62, 59.6, 2.4, 74.0, 70.4, 3.6, M, 0.03, 0.12, -0.09, 0.0, 0.0, 0.0, 0, 0, 0.4, -0.4, 9, 5.9, 3.1, 24
1956-08-30, 64, 81.1, -17.1, 60, 59.3, 0.7, 62.0, 70.2, -8.2, M, 0.07, 0.12, -0.05, 0.0, 0.0, 0.0, 0, 3, 0.5, 2.5, 0, 5.7, -5.7, 12
1956-08-31, 68, 80.9, -12.9, 62, 59.1, 2.9, 65.0, 70.0, -5.0, M, 0.09, 0.11, -0.02, 0.0, 0.0, 0.0, 0, 0, 0.6, -0.6, 0, 5.5, -5.5, 15
1956-09-01, 76, 80.6, -4.6, 63, 58.8, 4.2, 69.5, 69.7, -0.2, M, 0.02, 0.13, -0.11, 0.0, 0.0, 0.0, 0, 0, 0.6, -0.6, 5, 5.3, -0.3, 20
1956-09-02, 80, 80.4, -0.4, 64, 58.5, 5.5, 72.0, 69.4, 2.6, M, 0.07, 0.12, -0.05, 0.0, 0.0, 0.0, 0, 0, 0.7, -0.7, 7, 5.2, 1.8, 22
1956-09-03, 84, 80.1, 3.9, 55, 58.2, -3.2, 69.5, 69.2, 0.3, M, 0.00, 0.13, -0.13, 0.0, 0.0, 0.0, 0, 0, 0.8, -0.8, 5, 5.0, 0.0, 20
1956-09-04, 83, 79.8, 3.2, 52, 58.0, -6.0, 67.5, 68.9, -1.4, M, 0.00, 0.13, -0.13, 0.0, 0.0, 0.0, 0, 0, 0.9, -0.9, 3, 4.8, -1.8, 18
1956-09-05, 88, 79.5, 8.5, 57, 57.7, -0.7, 72.5, 68.6, 3.9, M, 0.00, 0.12, -0.12, 0.0, 0.0, 0.0, 0, 0, 1.0, -1.0, 8, 4.5, 3.5, 23
1956-09-06, 80, 79.2, 0.8, 62, 57.3, 4.7, 71.0, 68.3, 2.7, M, 1.60, 0.12, 1.48, 0.0, 0.0, 0.0, 0, 0, 1.1, -1.1, 6, 4.3, 1.7, 21
1956-09-07, 70, 78.9, -8.9, 53, 57.0, -4.0, 61.5, 68.0, -6.5, M, 0.00, 0.12, -0.12, 0.0, 0.0, 0.0, 0, 3, 1.2, 1.8, 0, 4.1, -4.1, 12
1956-09-08, 69, 78.6, -9.6, 46, 56.7, -10.7, 57.5, 67.6, -10.1, M, 0.00, 0.13, -0.13, 0.0, 0.0, 0.0, 0, 7, 1.3, 5.7, 0, 4.0, -4.0, 8
1956-09-09, 66, 78.3, -12.3, 42, 56.4, -14.4, 54.0, 67.3, -13.3, M, 0.00, 0.14, -0.14, 0.0, 0.0, 0.0, 0, 11, 1.5, 9.5, 0, 3.8, -3.8, 4
1956-09-10, 68, 77.9, -9.9, 38, 56.0, -18.0, 53.0, 67.0, -14.0, M, 0.00, 0.14, -0.14, 0.0, 0.0, 0.0, 0, 12, 1.6, 10.4, 0, 3.6, -3.6, 3
1956-09-11, 71, 77.6, -6.6, 45, 55.7, -10.7, 58.0, 66.6, -8.6, M, 0.03, 0.13, -0.10, 0.0, 0.0, 0.0, 0, 7, 1.8, 5.2, 0, 3.4, -3.4, 8
1956-09-12, 74, 77.2, -3.2, 54, 55.3, -1.3, 64.0, 66.3, -2.3, M, 0.03, 0.14, -0.11, 0.0, 0.0, 0.0, 0, 1, 2.0, -1.0, 0, 3.2, -3.2, 14
1956-09-13, 81, 76.9, 4.1, 61, 54.9, 6.1, 71.0, 65.9, 5.1, M, 0.00, 0.14, -0.14, 0.0, 0.0, 0.0, 0, 0, 2.2, -2.2, 6, 3.1, 2.9, 21
1956-09-14, 85, 76.5, 8.5, 62, 54.6, 7.4, 73.5, 65.5, 8.0, M, 0.01, 0.15, -0.14, 0.0, 0.0, 0.0, 0, 0, 2.4, -2.4, 9, 2.9, 6.1, 24
1956-09-15, 64, 76.1, -12.1, 47, 54.2, -7.2, 55.5, 65.2, -9.7, M, 0.37, 0.16, 0.21, 0.0, 0.0, 0.0, 0, 9, 2.6, 6.4, 0, 2.8, -2.8, 6
1956-09-16, 53, 75.7, -22.7, 49, 53.8, -4.8, 51.0, 64.8, -13.8, M, 0.16, 0.16, 0.00, 0.0, 0.0, 0.0, 0, 14, 2.9, 11.1, 0, 2.6, -2.6, 1
1956-09-17, 58, 75.4, -17.4, 49, 53.4, -4.4, 53.5, 64.4, -10.9, M, 0.23, 0.15, 0.08, 0.0, 0.0, 0.0, 0, 11, 3.1, 7.9, 0, 2.5, -2.5, 4
1956-09-18, 62, 75.0, -13.0, 39, 53.0, -14.0, 50.5, 64.0, -13.5, M, 0.00, 0.16, -0.16, 0.0, 0.0, 0.0, 0, 14, 3.3, 10.7, 0, 2.3, -2.3, 1
1956-09-19, 65, 74.6, -9.6, 33, 52.6, -19.6, 49.0, 63.6, -14.6, M, 0.00, 0.16, -0.16, 0.0, 0.0, 0.0, 0, 16, 3.6, 12.4, 0, 2.2, -2.2, 0
1956-09-20, 59, 74.2, -15.2, 42, 52.2, -10.2, 50.5, 63.2, -12.7, M, 0.37, 0.16, 0.21, 0.0, 0.0, 0.0, 0, 14, 3.9, 10.1, 0, 2.1, -2.1, 1
1956-09-21, 62, 73.7, -11.7, 32, 51.8, -19.8, 47.0, 62.8, -15.8, M, 0.00, 0.16, -0.16, 0.0, 0.0, 0.0, 0, 18, 4.2, 13.8, 0, 2.0, -2.0, 0
1956-09-22, 70, 73.3, -3.3, 38, 51.4, -13.4, 54.0, 62.4, -8.4, M, 0.00, 0.16, -0.16, 0.0, 0.0, 0.0, 0, 11, 4.5, 6.5, 0, 1.8, -1.8, 4
1956-09-23, 68, 72.9, -4.9, 50, 51.0, -1.0, 59.0, 62.0, -3.0, M, 0.47, 0.15, 0.32, 0.0, 0.0, 0.0, 0, 6, 4.7, 1.3, 0, 1.7, -1.7, 9
1956-09-24, 68, 72.5, -4.5, 44, 50.6, -6.6, 56.0, 61.5, -5.5, M, 0.16, 0.16, 0.00, 0.0, 0.0, 0.0, 0, 9, 5.0, 4.0, 0, 1.5, -1.5, 6
1956-09-25, 61, 72.1, -11.1, 40, 50.2, -10.2, 50.5, 61.1, -10.6, M, 0.00, 0.16, -0.16, 0.0, 0.0, 0.0, 0, 14, 5.3, 8.7, 0, 1.4, -1.4, 1
1956-09-26, 59, 71.6, -12.6, 37, 49.8, -12.8, 48.0, 60.7, -12.7, M, 0.00, 0.15, -0.15, 0.0, 0.0, 0.0, 0, 17, 5.6, 11.4, 0, 1.3, -1.3, 0
1956-09-27, 58, 71.2, -13.2, 40, 49.4, -9.4, 49.0, 60.3, -11.3, M, 0.12, 0.16, -0.04, 0.0, 0.0, 0.0, 0, 16, 5.9, 10.1, 0, 1.2, -1.2, 0
1956-09-28, 55, 70.8, -15.8, 44, 49.0, -5.0, 49.5, 59.9, -10.4, M, 0.52, 0.16, 0.36, 0.0, 0.0, 0.0, 0, 15, 6.2, 8.8, 0, 1.1, -1.1, 0
1956-09-29, 71, 70.4, 0.6, 46, 48.6, -2.6, 58.5, 59.5, -1.0, M, 0.00, 0.17, -0.17, 0.0, 0.0, 0.0, 0, 6, 6.5, -0.5, 0, 1.0, -1.0, 9
1956-09-30, 66, 69.9, -3.9, 40, 48.2, -8.2, 53.0, 59.1, -6.1, M, 0.09, 0.17, -0.08, 0.0, 0.0, 0.0, 0, 12, 6.9, 5.1, 0, 0.9, -0.9, 3
1956-10-01, 59, 69.5, -10.5, 42, 47.8, -5.8, 50.5, 58.6, -8.1, M, 0.00, 0.16, -0.16, 0.0, 0.0, 0.0, 0, 14, 7.2, 6.8, 0, 0.9, -0.9, 1
1956-10-02, 66, 69.1, -3.1, 36, 47.4, -11.4, 51.0, 58.2, -7.2, M, 0.04, 0.16, -0.12, 0.0, 0.0, 0.0, 0, 14, 7.5, 6.5, 0, 0.8, -0.8, 1
1956-10-03, 69, 68.7, 0.3, 44, 47.0, -3.0, 56.5, 57.8, -1.3, M, 0.00, 0.16, -0.16, 0.0, 0.0, 0.0, 0, 8, 7.9, 0.1, 0, 0.7, -0.7, 7
1956-10-04, 59, 68.3, -9.3, 41, 46.6, -5.6, 50.0, 57.4, -7.4, M, 0.31, 0.15, 0.16, 0.0, 0.0, 0.0, 0, 15, 8.2, 6.8, 0, 0.6, -0.6, 0
1956-10-05, 64, 67.8, -3.8, 37, 46.2, -9.2, 50.5, 57.0, -6.5, M, 0.00, 0.16, -0.16, 0.0, 0.0, 0.0, 0, 14, 8.5, 5.5, 0, 0.5, -0.5, 1
1956-10-06, 64, 67.4, -3.4, 32, 45.8, -13.8, 48.0, 56.6, -8.6, M, 0.10, 0.16, -0.06, 0.0, 0.0, 0.0, 0, 17, 8.9, 8.1, 0, 0.5, -0.5, 0
1956-10-07, 65, 67.0, -2.0, 46, 45.4, 0.6, 55.5, 56.2, -0.7, M, 0.64, 0.16, 0.48, 0.0, 0.0, 0.0, 0, 9, 9.2, -0.2, 0, 0.4, -0.4, 6
1956-10-08, 67, 66.6, 0.4, 45, 45.1, -0.1, 56.0, 55.8, 0.2, M, 0.00, 0.15, -0.15, 0.0, 0.0, 0.0, 0, 9, 9.6, -0.6, 0, 0.4, -0.4, 6
1956-10-09, 62, 66.2, -4.2, 40, 44.7, -4.7, 51.0, 55.5, -4.5, M, 0.00, 0.15, -0.15, 0.0, 0.0, 0.0, 0, 14, 9.9, 4.1, 0, 0.4, -0.4, 1
1956-10-10, 56, 65.8, -9.8, 32, 44.3, -12.3, 44.0, 55.1, -11.1, M, 0.00, 0.16, -0.16, 0.0, 0.0, 0.0, 0, 21, 10.3, 10.7, 0, 0.4, -0.4, 0
1956-10-11, 52, 65.4, -13.4, 25, 44.0, -19.0, 38.5, 54.7, -16.2, M, 0.00, 0.15, -0.15, 0.0, 0.0, 0.0, 0, 26, 10.6, 15.4, 0, 0.3, -0.3, 0
1956-10-12, 58, 65.0, -7.0, 26, 43.6, -17.6, 42.0, 54.3, -12.3, M, 0.00, 0.15, -0.15, 0.0, 0.0, 0.0, 0, 23, 11.0, 12.0, 0, 0.3, -0.3, 0
1956-10-13, 63, 64.6, -1.6, 28, 43.3, -15.3, 45.5, 53.9, -8.4, M, 0.00, 0.14, -0.14, 0.0, 0.0, 0.0, 0, 19, 11.3, 7.7, 0, 0.3, -0.3, 0
1956-10-14, 76, 64.2, 11.8, 35, 42.9, -7.9, 55.5, 53.6, 1.9, M, 0.00, 0.15, -0.15, 0.0, 0.0, 0.0, 0, 9, 11.6, -2.6, 0, 0.2, -0.2, 6
1956-10-15, 83, 63.8, 19.2, 41, 42.6, -1.6, 62.0, 53.2, 8.8, M, 0.00, 0.15, -0.15, 0.0, 0.0, 0.0, 0, 3, 12.0, -9.0, 0, 0.2, -0.2, 12
1956-10-16, 84, 63.4, 20.6, 44, 42.2, 1.8, 64.0, 52.8, 11.2, M, 0.00, 0.15, -0.15, 0.0, 0.1, -0.1, 0, 1, 12.3, -11.3, 0, 0.2, -0.2, 14
1956-10-17, 78, 63.0, 15.0, 45, 41.9, 3.1, 61.5, 52.5, 9.0, M, 0.00, 0.15, -0.15, 0.0, 0.0, 0.0, 0, 3, 12.7, -9.7, 0, 0.1, -0.1, 12
1956-10-18, 69, 62.7, 6.3, 45, 41.6, 3.4, 57.0, 52.1, 4.9, M, 0.00, 0.15, -0.15, 0.0, 0.1, -0.1, 0, 8, 13.0, -5.0, 0, 0.1, -0.1, 7
1956-10-19, 56, 62.3, -6.3, 33, 41.3, -8.3, 44.5, 51.8, -7.3, M, 0.00, 0.15, -0.15, 0.0, 0.0, 0.0, 0, 20, 13.4, 6.6, 0, 0.1, -0.1, 0
1956-10-20, 62, 61.9, 0.1, 26, 40.9, -14.9, 44.0, 51.4, -7.4, M, 0.00, 0.15, -0.15, 0.0, 0.0, 0.0, 0, 21, 13.7, 7.3, 0, 0.1, -0.1, 0
1956-10-21, 71, 61.5, 9.5, 39, 40.6, -1.6, 55.0, 51.1, 3.9, M, 0.00, 0.14, -0.14, 0.0, 0.1, -0.1, 0, 10, 14.1, -4.1, 0, 0.1, -0.1, 5
1956-10-22, 67, 61.1, 5.9, 43, 40.3, 2.7, 55.0, 50.7, 4.3, M, 0.03, 0.15, -0.12, 0.0, 0.0, 0.0, 0, 10, 14.4, -4.4, 0, 0.1, -0.1, 5
1956-10-23, 67, 60.8, 6.2, 58, 40.0, 18.0, 62.5, 50.4, 12.1, M, 0.14, 0.14, 0.00, 0.0, 0.0, 0.0, 0, 2, 14.7, -12.7, 0, 0.1, -0.1, 13
1956-10-24, 63, 60.4, 2.6, 42, 39.7, 2.3, 52.5, 50.0, 2.5, M, 0.00, 0.13, -0.13, 0.0, 0.1, -0.1, 0, 12, 15.1, -3.1, 0, 0.1, -0.1, 3
1956-10-25, 53, 60.0, -7.0, 32, 39.4, -7.4, 42.5, 49.7, -7.2, M, 0.00, 0.14, -0.14, 0.0, 0.0, 0.0, 0, 22, 15.4, 6.6, 0, 0.1, -0.1, 0
1956-10-26, 51, 59.6, -8.6, 34, 39.1, -5.1, 42.5, 49.3, -6.8, M, 0.00, 0.14, -0.14, 0.0, 0.1, -0.1, 0, 22, 15.7, 6.3, 0, 0.1, -0.1, 0
1956-10-27, 62, 59.2, 2.8, 44, 38.8, 5.2, 53.0, 49.0, 4.0, M, 0.00, 0.13, -0.13, 0.0, 0.0, 0.0, 0, 12, 16.1, -4.1, 0, 0.1, -0.1, 3
1956-10-28, 62, 58.9, 3.1, 34, 38.5, -4.5, 48.0, 48.7, -0.7, M, 0.00, 0.13, -0.13, 0.0, 0.1, -0.1, 0, 17, 16.4, 0.6, 0, 0.1, -0.1, 0
1956-10-29, 63, 58.5, 4.5, 31, 38.2, -7.2, 47.0, 48.3, -1.3, M, 0.00, 0.12, -0.12, 0.0, 0.0, 0.0, 0, 18, 16.7, 1.3, 0, 0.1, -0.1, 0
1956-10-30, 67, 58.1, 8.9, 29, 37.9, -8.9, 48.0, 48.0, 0.0, M, 0.00, 0.12, -0.12, 0.0, 0.0, 0.0, 0, 17, 17.1, -0.1, 0, 0.0, 0.0, 0
1956-10-31, 61, 57.7, 3.3, 43, 37.6, 5.4, 52.0, 47.6, 4.4, M, 0.44, 0.12, 0.32, 0.0, 0.1, -0.1, 0, 13, 17.4, -4.4, 0, 0.0, 0.0, 2
1956-11-01, 69, 57.3, 11.7, 60, 37.3, 22.7, 64.5, 47.3, 17.2, M, 0.93, 0.11, 0.82, 0.0, 0.0, 0.0, 0, 0, 17.7, -17.7, 0, 0.0, 0.0, 15
1956-11-02, 64, 56.9, 7.1, 47, 37.0, 10.0, 55.5, 46.9, 8.6, M, 0.25, 0.12, 0.13, 0.0, 0.1, -0.1, 0, 9, 18.1, -9.1, 0, 0.0, 0.0, 6
1956-11-03, 52, 56.5, -4.5, 41, 36.7, 4.3, 46.5, 46.6, -0.1, M, 0.01, 0.11, -0.10, 0.0, 0.0, 0.0, 0, 18, 18.4, -0.4, 0, 0.0, 0.0, 0
1956-11-04, 68, 56.1, 11.9, 35, 36.4, -1.4, 51.5, 46.3, 5.2, M, 0.00, 0.11, -0.11, 0.0, 0.0, 0.0, 0, 13, 18.8, -5.8, 0, 0.0, 0.0, 2
1956-11-05, 64, 55.7, 8.3, 37, 36.1, 0.9, 50.5, 45.9, 4.6, M, 0.00, 0.11, -0.11, 0.0, 0.0, 0.0, 0, 14, 19.1, -5.1, 0, 0.0, 0.0, 1
1956-11-06, 66, 55.4, 10.6, 41, 35.8, 5.2, 53.5, 45.6, 7.9, M, 0.00, 0.12, -0.12, 0.0, 0.1, -0.1, 0, 11, 19.4, -8.4, 0, 0.0, 0.0, 4
1956-11-07, 66, 55.0, 11.0, 32, 35.5, -3.5, 49.0, 45.2, 3.8, M, 0.00, 0.11, -0.11, 0.0, 0.0, 0.0, 0, 16, 19.8, -3.8, 0, 0.0, 0.0, 0
1956-11-08, 57, 54.6, 2.4, 45, 35.2, 9.8, 51.0, 44.9, 6.1, M, 0.22, 0.11, 0.11, 0.0, 0.0, 0.0, 0, 14, 20.1, -6.1, 0, 0.0, 0.0, 1
1956-11-09, 48, 54.1, -6.1, 35, 34.9, 0.1, 41.5, 44.5, -3.0, M, 0.00, 0.11, -0.11, 0.0, 0.0, 0.0, 0, 23, 20.5, 2.5, 0, 0.0, 0.0, 0
1956-11-10, 34, 53.7, -19.7, 20, 34.6, -14.6, 27.0, 44.2, -17.2, M, 0.00, 0.12, -0.12, 0.0, 0.1, -0.1, 0, 38, 20.8, 17.2, 0, 0.0, 0.0, 0
1956-11-11, 46, 53.3, -7.3, 12, 34.3, -22.3, 29.0, 43.8, -14.8, M, 0.03, 0.10, -0.07, 0.0, 0.0, 0.0, 0, 36, 21.2, 14.8, 0, 0.0, 0.0, 0
1956-11-12, 63, 52.9, 10.1, 42, 34.0, 8.0, 52.5, 43.5, 9.0, M, 0.08, 0.11, -0.03, 0.0, 0.0, 0.0, 0, 12, 21.5, -9.5, 0, 0.0, 0.0, 3
1956-11-13, 44, 52.5, -8.5, 26, 33.7, -7.7, 35.0, 43.1, -8.1, M, 0.00, 0.11, -0.11, 0.0, 0.0, 0.0, 0, 30, 21.9, 8.1, 0, 0.0, 0.0, 0
1956-11-14, 60, 52.1, 7.9, 32, 33.4, -1.4, 46.0, 42.8, 3.2, M, 0.00, 0.11, -0.11, 0.0, 0.1, -0.1, 0, 19, 22.2, -3.2, 0, 0.0, 0.0, 0
1956-11-15, 68, 51.7, 16.3, 39, 33.1, 5.9, 53.5, 42.4, 11.1, M, 0.00, 0.11, -0.11, 0.0, 0.0, 0.0, 0, 11, 22.6, -11.6, 0, 0.0, 0.0, 4
1956-11-16, 67, 51.3, 15.7, 45, 32.8, 12.2, 56.0, 42.1, 13.9, M, T, 0.11, -0.11, 0.0, 0.0, 0.0, 0, 9, 22.9, -13.9, 0, 0.0, 0.0, 6
1956-11-17, 54, 50.9, 3.1, 35, 32.5, 2.5, 44.5, 41.7, 2.8, M, 0.12, 0.11, 0.01, 0.0, 0.1, -0.1, 0, 20, 23.3, -3.3, 0, 0.0, 0.0, 0
1956-11-18, 40, 50.5, -10.5, 26, 32.3, -6.3, 33.0, 41.4, -8.4, M, 0.93, 0.12, 0.81, 0.8, 0.0, 0.8, 1, 32, 23.6, 8.4, 0, 0.0, 0.0, 0
1956-11-19, 41, 50.1, -9.1, 19, 32.0, -13.0, 30.0, 41.0, -11.0, M, 0.00, 0.11, -0.11, 0.0, 0.0, 0.0, 0, 35, 24.0, 11.0, 0, 0.0, 0.0, 0
1956-11-20, 52, 49.7, 2.3, 20, 31.7, -11.7, 36.0, 40.7, -4.7, M, 0.03, 0.12, -0.09, 0.0, 0.1, -0.1, 0, 29, 24.3, 4.7, 0, 0.0, 0.0, 0
1956-11-21, 64, 49.3, 14.7, 40, 31.4, 8.6, 52.0, 40.3, 11.7, M, 0.57, 0.12, 0.45, 0.0, 0.0, 0.0, 0, 13, 24.7, -11.7, 0, 0.0, 0.0, 2
1956-11-22, 49, 48.8, 0.2, 32, 31.1, 0.9, 40.5, 40.0, 0.5, M, 0.33, 0.12, 0.21, 0.0, 0.1, -0.1, 0, 24, 25.0, -1.0, 0, 0.0, 0.0, 0
1956-11-23, 32, 48.4, -16.4, 19, 30.8, -11.8, 25.5, 39.6, -14.1, M, T, 0.13, -0.13, T, 0.1, -0.1, 0, 39, 25.4, 13.6, 0, 0.0, 0.0, 0
1956-11-24, 34, 48.0, -14.0, 13, 30.5, -17.5, 23.5, 39.3, -15.8, M, 0.00, 0.12, -0.12, 0.0, 0.0, 0.0, 0, 41, 25.7, 15.3, 0, 0.0, 0.0, 0
1956-11-25, 39, 47.6, -8.6, 14, 30.2, -16.2, 26.5, 38.9, -12.4, M, 0.02, 0.13, -0.11, 0.1, 0.1, 0.0, 0, 38, 26.1, 11.9, 0, 0.0, 0.0, 0
1956-11-26, 44, 47.2, -3.2, 33, 29.9, 3.1, 38.5, 38.6, -0.1, M, 0.23, 0.12, 0.11, 0.1, 0.1, 0.0, 0, 26, 26.4, -0.4, 0, 0.0, 0.0, 0
1956-11-27, 42, 46.9, -4.9, 25, 29.6, -4.6, 33.5, 38.3, -4.8, M, 0.00, 0.13, -0.13, 0.0, 0.1, -0.1, 0, 31, 26.7, 4.3, 0, 0.0, 0.0, 0
1956-11-28, 44, 46.5, -2.5, 27, 29.4, -2.4, 35.5, 37.9, -2.4, M, 0.00, 0.13, -0.13, 0.0, 0.1, -0.1, 0, 29, 27.1, 1.9, 0, 0.0, 0.0, 0
1956-11-29, 46, 46.1, -0.1, 26, 29.1, -3.1, 36.0, 37.6, -1.6, M, T, 0.14, -0.14, T, 0.1, -0.1, 0, 29, 27.4, 1.6, 0, 0.0, 0.0, 0
1956-11-30, 34, 45.7, -11.7, 19, 28.8, -9.8, 26.5, 37.2, -10.7, M, 0.00, 0.13, -0.13, 0.0, 0.1, -0.1, 0, 38, 27.7, 10.3, 0, 0.0, 0.0, 0
1956-12-01, 39, 45.3, -6.3, 14, 28.5, -14.5, 26.5, 36.9, -10.4, M, 0.00, 0.14, -0.14, 0.0, 0.2, -0.2, 0, 38, 28.1, 9.9, 0, 0.0, 0.0, 0
1956-12-02, 40, 45.0, -5.0, 27, 28.2, -1.2, 33.5, 36.6, -3.1, M, T, 0.13, -0.13, T, 0.2, -0.2, 0, 31, 28.4, 2.6, 0, 0.0, 0.0, 0
1956-12-03, 44, 44.6, -0.6, 31, 28.0, 3.0, 37.5, 36.3, 1.2, M, 0.15, 0.15, 0.00, 0.9, 0.2, 0.7, 1, 27, 28.7, -1.7, 0, 0.0, 0.0, 0
1956-12-04, 50, 44.2, 5.8, 30, 27.7, 2.3, 40.0, 36.0, 4.0, M, 0.00, 0.14, -0.14, 0.0, 0.3, -0.3, 0, 25, 29.0, -4.0, 0, 0.0, 0.0, 0
1956-12-05, 36, 43.9, -7.9, 25, 27.4, -2.4, 30.5, 35.6, -5.1, M, 0.00, 0.14, -0.14, 0.0, 0.2, -0.2, 0, 34, 29.4, 4.6, 0, 0.0, 0.0, 0
1956-12-06, 53, 43.5, 9.5, 32, 27.1, 4.9, 42.5, 35.3, 7.2, M, T, 0.14, -0.14, 0.0, 0.3, -0.3, 0, 22, 29.7, -7.7, 0, 0.0, 0.0, 0
1956-12-07, 58, 43.2, 14.8, 46, 26.9, 19.1, 52.0, 35.0, 17.0, M, T, 0.14, -0.14, 0.0, 0.3, -0.3, 0, 13, 30.0, -17.0, 0, 0.0, 0.0, 2
1956-12-08, 58, 42.8, 15.2, 36, 26.6, 9.4, 47.0, 34.7, 12.3, M, 0.20, 0.14, 0.06, 0.0, 0.2, -0.2, 0, 18, 30.3, -12.3, 0, 0.0, 0.0, 0
1956-12-09, 36, 42.5, -6.5, 24, 26.3, -2.3, 30.0, 34.4, -4.4, M, 0.87, 0.14, 0.73, 2.7, 0.3, 2.4, T, 35, 30.6, 4.4, 0, 0.0, 0.0, 0
1956-12-10, 35, 42.2, -7.2, 12, 26.1, -14.1, 23.5, 34.1, -10.6, M, T, 0.14, -0.14, T, 0.3, -0.3, 3, 41, 30.9, 10.1, 0, 0.0, 0.0, 0
1956-12-11, 53, 41.9, 11.1, 21, 25.8, -4.8, 37.0, 33.8, 3.2, M, 0.43, 0.14, 0.29, 0.0, 0.2, -0.2, 3, 28, 31.2, -3.2, 0, 0.0, 0.0, 0
1956-12-12, 55, 41.5, 13.5, 38, 25.5, 12.5, 46.5, 33.5, 13.0, M, 0.06, 0.14, -0.08, 0.0, 0.3, -0.3, 0, 18, 31.5, -13.5, 0, 0.0, 0.0, 0
1956-12-13, 51, 41.2, 9.8, 34, 25.3, 8.7, 42.5, 33.3, 9.2, M, 0.15, 0.13, 0.02, 0.0, 0.3, -0.3, 0, 22, 31.7, -9.7, 0, 0.0, 0.0, 0
1956-12-14, 35, 40.9, -5.9, 29, 25.0, 4.0, 32.0, 33.0, -1.0, M, 1.43, 0.14, 1.29, 2.1, 0.3, 1.8, T, 33, 32.0, 1.0, 0, 0.0, 0.0, 0
1956-12-15, 34, 40.6, -6.6, 28, 24.8, 3.2, 31.0, 32.7, -1.7, M, 0.11, 0.13, -0.02, 0.0, 0.4, -0.4, 3, 34, 32.3, 1.7, 0, 0.0, 0.0, 0
1956-12-16, 45, 40.3, 4.7, 31, 24.5, 6.5, 38.0, 32.4, 5.6, M, 0.31, 0.13, 0.18, 0.0, 0.3, -0.3, 2, 27, 32.6, -5.6, 0, 0.0, 0.0, 0
1956-12-17, 42, 40.1, 1.9, 26, 24.3, 1.7, 34.0, 32.2, 1.8, M, 0.00, 0.13, -0.13, 0.0, 0.3, -0.3, 2, 31, 32.8, -1.8, 0, 0.0, 0.0, 0
1956-12-18, 42, 39.8, 2.2, 19, 24.0, -5.0, 30.5, 31.9, -1.4, M, 0.01, 0.13, -0.12, 0.0, 0.3, -0.3, 1, 34, 33.1, 0.9, 0, 0.0, 0.0, 0
